	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	contrast
Tm7sf3	645.232134580522	-0.562924187728989	0.14759200599705	-3.81405607929904	0.000136704425842627	0.00123549849016261	C57BL6J_F0_Control-BALBcJ_F0_Control
Chst12	268.353452754354	0.093248130118224	0.192619752591757	0.484104713372031	0.628311556401498	0.782918604767565	C57BL6J_F0_Control-BALBcJ_F0_Control
Trappc6a	175.80477205959	-0.141715363897671	0.229861217182485	-0.616525769917784	0.537547569208339	0.719763203026262	C57BL6J_F0_Control-BALBcJ_F0_Control
Fads1	2330.83213143129	-1.63951492434973	0.123518953884466	-13.273387385415	3.30305366231149e-40	3.7782989952172e-38	C57BL6J_F0_Control-BALBcJ_F0_Control
Xxylt1	234.611548539364	-0.136893566947738	0.206557990649885	-0.662736728397847	0.507499182501062	0.697788614045235	C57BL6J_F0_Control-BALBcJ_F0_Control
Wdr18	351.518963537236	-0.197929120580836	0.170452308343101	-1.16119941410489	0.245560812986893	0.440847521839201	C57BL6J_F0_Control-BALBcJ_F0_Control
Faap100	225.984490370015	-0.112649750454356	0.209982303763103	-0.536472590478123	0.591631974291274	0.757478692109644	C57BL6J_F0_Control-BALBcJ_F0_Control
Sppl3	992.031524443278	-0.443218078650757	0.130480365700663	-3.39681818234287	0.000681742479598107	0.00485132252891355	C57BL6J_F0_Control-BALBcJ_F0_Control
Snrpg	38.523241247506	-0.312966455986126	0.327501481962193	-0.955618442124346	0.339265040691542	0.545100056993706	C57BL6J_F0_Control-BALBcJ_F0_Control
Pomt1	276.52382813074	-0.386474724802801	0.197159026800912	-1.96021826174389	0.0499702849076969	0.145894195631463	C57BL6J_F0_Control-BALBcJ_F0_Control
G3bp2	2172.76351996657	0.119173603381657	0.110912718413903	1.0744809530042	0.282607177025003	0.486938265449555	C57BL6J_F0_Control-BALBcJ_F0_Control
Rpp21	100.586731402843	-0.0440288611474067	0.264220278714907	-0.166636949145428	0.867655718942338	0.928360322514593	C57BL6J_F0_Control-BALBcJ_F0_Control
Klhl9	2134.22616267573	0.0737524447667246	0.117671095419802	0.626767724933689	0.530811502721357	0.715517800260489	C57BL6J_F0_Control-BALBcJ_F0_Control
Aimp1	194.912256081667	0.350088369508552	0.230514313973142	1.51872724723438	0.128831165196465	0.287525349465843	C57BL6J_F0_Control-BALBcJ_F0_Control
Atic	461.968437346991	-0.440244022448459	0.161428123370708	-2.72718292981372	0.00638776153384368	0.0304437843869579	C57BL6J_F0_Control-BALBcJ_F0_Control
Ccl5	35.8811971419767	1.05611899988242	0.349121261563313	3.02507786307047	0.0024856912622397	0.0140904865634653	C57BL6J_F0_Control-BALBcJ_F0_Control
Pum3	370.983420154695	-0.0430083876088732	0.169302195083603	-0.254033254486956	0.799469867217871	0.89264817342042	C57BL6J_F0_Control-BALBcJ_F0_Control
G6pc3	278.949968303578	-0.322813016793166	0.212003210362444	-1.52267985112716	0.127838821303414	0.285976861199463	C57BL6J_F0_Control-BALBcJ_F0_Control
Mark3	643.208265021007	0.122831896261111	0.14287993511101	0.859686114538598	0.389962090977564	0.594878476363863	C57BL6J_F0_Control-BALBcJ_F0_Control
Ddhd1	3066.93118601719	1.26208277990413	0.143826146353746	8.77505802595852	1.70815765552246e-18	8.96665772049597e-17	C57BL6J_F0_Control-BALBcJ_F0_Control
Fdx1l	103.555043331088	-0.515904550752406	0.260964510936804	-1.97691459616645	0.0480512846512958	0.141968020650552	C57BL6J_F0_Control-BALBcJ_F0_Control
Gm10575	101.873175515808	-0.216322012103197	0.263695221915265	-0.820348622671326	0.412017395306501	0.616877227884714	C57BL6J_F0_Control-BALBcJ_F0_Control
Rnase4	206.959366033549	-0.7069483226289	0.208816810877825	-3.38549525613876	0.00071049937581978	0.00500944546116173	C57BL6J_F0_Control-BALBcJ_F0_Control
Dgkq	454.7590272272	0.112047444481715	0.163899105744991	0.683636704254192	0.494204601332312	0.686032252238878	C57BL6J_F0_Control-BALBcJ_F0_Control
Setd1a	1135.67017443573	0.146921539226494	0.142132722087815	1.03369257316919	0.301279906190718	0.506250647017246	C57BL6J_F0_Control-BALBcJ_F0_Control
Slc25a36	736.193868646084	0.459412490336449	0.139420558446386	3.29515600465132	0.00098367054637094	0.0066122184926045	C57BL6J_F0_Control-BALBcJ_F0_Control
Slc25a22	540.601506456304	-0.237335179284002	0.14906940119624	-1.59211197857812	0.111359546069972	0.258780946355447	C57BL6J_F0_Control-BALBcJ_F0_Control
Wdr20	191.630884607287	0.205237690889078	0.212157531933303	0.967383476885465	0.333352366937012	0.540226071695698	C57BL6J_F0_Control-BALBcJ_F0_Control
Dock2	2962.90620150768	0.175831696962516	0.118985862016126	1.47775285217235	0.139473942204898	0.302476588044057	C57BL6J_F0_Control-BALBcJ_F0_Control
Nemf	476.512993062238	0.0590894163370553	0.162483151198581	0.363664884027504	0.716108268855639	0.842273445750402	C57BL6J_F0_Control-BALBcJ_F0_Control
Sp1	2065.46036791179	0.178423413260234	0.123025018543145	1.45030186032982	0.146974360526394	0.31289208307619	C57BL6J_F0_Control-BALBcJ_F0_Control
Tlnrd1	852.025793243208	-0.231773415833582	0.149715094162652	-1.54809651712059	0.121599060521842	0.275807154060041	C57BL6J_F0_Control-BALBcJ_F0_Control
Ipmk	1128.19059731996	-0.347229368445632	0.163517177996347	-2.12350391989635	0.03371164736981	0.108831535569597	C57BL6J_F0_Control-BALBcJ_F0_Control
Morc2a	670.555061222577	0.184015145533116	0.154597564633845	1.19028489206117	0.233934436766464	0.427485341768761	C57BL6J_F0_Control-BALBcJ_F0_Control
Rab6a	1071.51806122504	-0.108567937150697	0.125757634587897	-0.863310903600167	0.387966550834008	0.592434384493025	C57BL6J_F0_Control-BALBcJ_F0_Control
Ctsd	34856.5953594025	-0.0153003004121598	0.118451070727144	-0.12916979406125	0.897223296793045	0.943642012710566	C57BL6J_F0_Control-BALBcJ_F0_Control
Arhgef5	588.033191868014	-0.237345683782414	0.155617726275557	-1.52518411277992	0.12721318208862	0.28490994375429	C57BL6J_F0_Control-BALBcJ_F0_Control
1700020I14Rik	242.721942873269	0.213238429846605	0.193190102153995	1.10377512858619	0.269690696318196	0.471681765536891	C57BL6J_F0_Control-BALBcJ_F0_Control
Extl3	2103.13936181012	0.555016500448433	0.12204316746082	4.54770645498537	5.42337083509644e-06	6.87020067440977e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Rnaseh2b	80.4996183490866	0.509515592635516	0.275728196901962	1.84789077925418	0.064618144709074	0.174932342299662	C57BL6J_F0_Control-BALBcJ_F0_Control
Col4a3bp	805.610133252182	-0.203955028053257	0.141830769774178	-1.43801678844438	0.150429290726102	0.317475823563318	C57BL6J_F0_Control-BALBcJ_F0_Control
Rock2	2937.62817448803	-0.00977741454804925	0.106572760563451	-0.0917440300537959	0.926901413959487	0.961919084168654	C57BL6J_F0_Control-BALBcJ_F0_Control
Copg2	504.06863519345	-0.0347565139089406	0.174635379585094	-0.199023325007319	0.842244498848409	0.914695171297921	C57BL6J_F0_Control-BALBcJ_F0_Control
C2cd2l	682.972268787423	-0.00285523185430507	0.142751707562084	-0.0200013849435973	0.98404226776208	0.991806935840161	C57BL6J_F0_Control-BALBcJ_F0_Control
Mdfic	678.414631811753	-0.158112890541788	0.155583751040214	-1.01625580746488	0.309507587109005	0.517128002529631	C57BL6J_F0_Control-BALBcJ_F0_Control
Parp2	426.698591211899	0.448301949194979	0.163288703479212	2.74545599078783	0.00604268715526215	0.02923683987243	C57BL6J_F0_Control-BALBcJ_F0_Control
E2f4	909.036488988531	-0.18925192805754	0.135915119906626	-1.39242733396811	0.163793032026955	0.335734099345971	C57BL6J_F0_Control-BALBcJ_F0_Control
Rbm15	276.213156550428	0.147633755786759	0.19394451480572	0.761216453760745	0.44652779214398	0.648019124974714	C57BL6J_F0_Control-BALBcJ_F0_Control
Coq10b	204.175625536406	0.618462910391218	0.260454314837691	2.37455428901851	0.0175701522051364	0.0671686164098511	C57BL6J_F0_Control-BALBcJ_F0_Control
Eri3	717.159606345099	-0.144126728046554	0.137813219293405	-1.04581206930308	0.295647807705168	0.500739181934233	C57BL6J_F0_Control-BALBcJ_F0_Control
Irf1	802.354511933806	0.0638442132947532	0.347636532501158	0.183652197987968	0.854286311421043	0.921502659068034	C57BL6J_F0_Control-BALBcJ_F0_Control
Tmem80	143.353788222439	-0.196174406927832	0.253013821639605	-0.775350554592488	0.438132544059468	0.640321856916812	C57BL6J_F0_Control-BALBcJ_F0_Control
Cars	229.11066519541	0.0665049306256755	0.203304300113801	0.327120137589067	0.743577021369738	0.857990709391399	C57BL6J_F0_Control-BALBcJ_F0_Control
Ube2d1	453.151180336623	-0.118267851888515	0.159679173166168	-0.740659220256868	0.458900091184316	0.657138757320523	C57BL6J_F0_Control-BALBcJ_F0_Control
Tnfaip2	7138.65468236214	0.795011851152924	0.131548849558113	6.04347247295171	1.50832119801189e-09	3.50296171562518e-08	C57BL6J_F0_Control-BALBcJ_F0_Control
Ttc9c	518.364474699118	0.152386722537758	0.158019097132148	0.964356367701052	0.334867289566337	0.541553683738427	C57BL6J_F0_Control-BALBcJ_F0_Control
Rab3a	125.813809868526	0.0868162442695165	0.267575223499723	0.324455467640136	0.745593231830804	0.858894713475317	C57BL6J_F0_Control-BALBcJ_F0_Control
Prpsap2	315.690132855802	0.0122559710322709	0.180642434055839	0.0678465782213856	0.945907765099363	0.972549756362101	C57BL6J_F0_Control-BALBcJ_F0_Control
Glb1l	406.401186075331	0.00240836522171505	0.169023766468807	0.0142486779938105	0.988631584496616	0.994200202663919	C57BL6J_F0_Control-BALBcJ_F0_Control
Gab3	142.905342201039	0.254828328321816	0.254086861538686	1.00291816262612	0.315900348553771	0.523153220755451	C57BL6J_F0_Control-BALBcJ_F0_Control
Nifk	177.509747354393	-0.28194991525211	0.234959327681385	-1.19999456090735	0.230141452842199	0.421969924261199	C57BL6J_F0_Control-BALBcJ_F0_Control
Atp5j2	205.161284715406	-0.689668925352222	0.211436772250529	-3.26182110146404	0.00110698980807502	0.00728863392533242	C57BL6J_F0_Control-BALBcJ_F0_Control
Atp6v1f	793.839753695741	-0.478705825968101	0.155512309092749	-3.07825038905825	0.00208219883321087	0.0122377084798529	C57BL6J_F0_Control-BALBcJ_F0_Control
Tlk1	1326.51701729937	0.0113435549318785	0.136523475597311	0.0830886767440449	0.933781029361991	0.96576594631874	C57BL6J_F0_Control-BALBcJ_F0_Control
Pdlim4	656.708149194719	0.026693872068199	0.146602167591874	0.182083747509874	0.855517003129508	0.922132582536499	C57BL6J_F0_Control-BALBcJ_F0_Control
Peli2	270.822061758016	-1.89137825930641	0.207268867666517	-9.12524046954086	7.15771760155838e-20	4.03358438958408e-18	C57BL6J_F0_Control-BALBcJ_F0_Control
Gatad1	596.264596314506	0.286013083234739	0.146492570994967	1.95240674180376	0.0508899332603178	0.148015350477068	C57BL6J_F0_Control-BALBcJ_F0_Control
Zmym3	613.929538914588	0.295629239876405	0.153236975549418	1.92922914862064	0.0537024210526751	0.153859945774842	C57BL6J_F0_Control-BALBcJ_F0_Control
Rftn1	584.650636689043	0.201873460951396	0.147261609251679	1.37084921166645	0.170421966424403	0.344000895805626	C57BL6J_F0_Control-BALBcJ_F0_Control
Serpinb6a	4052.79816845482	-0.133302980376687	0.109604963028397	-1.21621299522861	0.223903794598303	0.414793009862555	C57BL6J_F0_Control-BALBcJ_F0_Control
Osbpl1a	299.888698855643	-0.0303695346370448	0.196371244515596	-0.154653675042696	0.877094352440068	0.933229365139619	C57BL6J_F0_Control-BALBcJ_F0_Control
Cul4b	586.64072947264	0.462815999048757	0.14613463170728	3.16705214665212	0.00153992701955581	0.00959512250233801	C57BL6J_F0_Control-BALBcJ_F0_Control
Pdxdc1	840.952540673124	0.787294701768733	0.136587177718536	5.76404546106885	8.21212793147287e-09	1.72905902381341e-07	C57BL6J_F0_Control-BALBcJ_F0_Control
Fiz1	274.628284278567	0.124458738155256	0.217336466628731	0.572654649658333	0.566878549256824	0.739247439425608	C57BL6J_F0_Control-BALBcJ_F0_Control
Cpsf2	621.220951274716	0.0296626963489585	0.151698460392453	0.195537227419575	0.84497239684471	0.916222828161421	C57BL6J_F0_Control-BALBcJ_F0_Control
Adal	171.089888867196	-0.24903213356477	0.225158521575528	-1.10603023959382	0.26871343097831	0.470509420840249	C57BL6J_F0_Control-BALBcJ_F0_Control
Mob1b	477.758433040242	0.480460507396476	0.186638660223651	2.57428180646354	0.0100448421154413	0.0436168101828565	C57BL6J_F0_Control-BALBcJ_F0_Control
Mx1	268.279456849562	-0.636656069767918	0.259077328102559	-2.45739785272098	0.0139947603367819	0.0565886063989013	C57BL6J_F0_Control-BALBcJ_F0_Control
Pccb	317.54673982074	0.308728371378759	0.17592023607113	1.75493381701654	0.0792706289641398	0.203051504138091	C57BL6J_F0_Control-BALBcJ_F0_Control
Prkaca	843.008578923742	-0.297473888452399	0.136920808899447	-2.17259809406224	0.0298105794692674	0.0995070910507252	C57BL6J_F0_Control-BALBcJ_F0_Control
Mia3	1488.94214336278	0.0604958811000158	0.118220699599759	0.511719870588037	0.608847077271017	0.76809942390207	C57BL6J_F0_Control-BALBcJ_F0_Control
Nop9	503.527999035294	0.386790064029191	0.160924331917566	2.40355239894565	0.016236639907346	0.063359271003004	C57BL6J_F0_Control-BALBcJ_F0_Control
Alg8	150.21616741522	0.234136152268017	0.24478937085596	0.956480060589674	0.338829753459714	0.544662565424091	C57BL6J_F0_Control-BALBcJ_F0_Control
Desi2	543.349902049515	0.144399488576479	0.154549879932869	0.934322877760894	0.350137366628209	0.557402296868626	C57BL6J_F0_Control-BALBcJ_F0_Control
AU040320	932.476538369536	0.0836917661465368	0.136486255574367	0.613188234920373	0.539751883103373	0.721552142352041	C57BL6J_F0_Control-BALBcJ_F0_Control
Copb1	1811.44623647968	-0.0573264888954486	0.114077961278228	-0.50252027870338	0.61530159149396	0.773372366821289	C57BL6J_F0_Control-BALBcJ_F0_Control
B3gnt3	166.925283746799	0.486692850393708	0.22139391835524	2.19831174229808	0.0279268981971844	0.0951252212369871	C57BL6J_F0_Control-BALBcJ_F0_Control
Tysnd1	266.19486211151	-0.114165925767706	0.19305893075542	-0.591352730075664	0.554284105639372	0.731052298797419	C57BL6J_F0_Control-BALBcJ_F0_Control
Ak2	569.353167894345	0.343601396432731	0.154870278747387	2.21864000770082	0.0265112254424591	0.0915234377436967	C57BL6J_F0_Control-BALBcJ_F0_Control
Ftl1	37494.6918467847	-0.917446773599084	0.0964912472440464	-9.50808285521142	1.94208559468811e-21	1.153809612224e-19	C57BL6J_F0_Control-BALBcJ_F0_Control
Psmb1	506.84214283267	-0.087766924037962	0.157978167709484	-0.555563628256291	0.578509201531973	0.748555549643937	C57BL6J_F0_Control-BALBcJ_F0_Control
Fam53b	506.610765396898	-0.249233609275686	0.180511128510398	-1.38071049321111	0.167367993632364	0.339700292160602	C57BL6J_F0_Control-BALBcJ_F0_Control
Impad1	565.380933792037	0.132624582141401	0.152784907355819	0.868047665418503	0.385368239251287	0.590574322259921	C57BL6J_F0_Control-BALBcJ_F0_Control
Etf1	1402.93825382188	0.196513616274438	0.119605334285356	1.64301715678995	0.100379383557326	0.240634218199358	C57BL6J_F0_Control-BALBcJ_F0_Control
Coro1a	1665.68195749091	-0.411363468572592	0.300321384425391	-1.36974418042078	0.170766772122547	0.344409616196632	C57BL6J_F0_Control-BALBcJ_F0_Control
Bmpr1a	391.389734088238	0.365888885910193	0.190405569218734	1.92162911731782	0.0546524420957046	0.15585886490922	C57BL6J_F0_Control-BALBcJ_F0_Control
Sel1l	2067.42257422973	-0.127434335260398	0.132941117874205	-0.958577280664832	0.337771742440398	0.543893719087464	C57BL6J_F0_Control-BALBcJ_F0_Control
Rhot2	554.451667773903	0.115998779604985	0.152795359659248	0.759177372033261	0.447746460162205	0.649077659602783	C57BL6J_F0_Control-BALBcJ_F0_Control
Nfs1	392.193498725746	-0.593719128634279	0.165839024357699	-3.58009299037893	0.000343471954388646	0.00270980193285472	C57BL6J_F0_Control-BALBcJ_F0_Control
Itprip	346.950644230879	0.216458519870634	0.19063819715827	1.13544149649573	0.256190381297436	0.454080268793606	C57BL6J_F0_Control-BALBcJ_F0_Control
Pik3cd	4446.50382191232	0.552191275139522	0.101071318458724	5.46338252592428	4.67146451063195e-08	8.75357066246534e-07	C57BL6J_F0_Control-BALBcJ_F0_Control
Tank	662.358032465904	0.133858230283646	0.144713189405971	0.924989842550746	0.354971191049183	0.56158526266199	C57BL6J_F0_Control-BALBcJ_F0_Control
Ndst2	1288.87782324738	0.427081730642001	0.135773255364491	3.14555123168754	0.00165774157939471	0.0101802335452572	C57BL6J_F0_Control-BALBcJ_F0_Control
Heca	1067.50095041123	0.49799145308458	0.130288429291458	3.8222231689551	0.000132253913644585	0.0012023653548898	C57BL6J_F0_Control-BALBcJ_F0_Control
Golga2	836.268019199572	-0.118976813399268	0.134650001903586	-0.883600532619821	0.376911891428338	0.583330520175037	C57BL6J_F0_Control-BALBcJ_F0_Control
Nfkbib	333.669597635628	0.45325348474862	0.175702693065329	2.57966156830671	0.00988971834830743	0.0431142215138954	C57BL6J_F0_Control-BALBcJ_F0_Control
Tmem2	423.155993605003	-0.0972041716549753	0.163587203090687	-0.594204007516948	0.552375672710416	0.730653634044292	C57BL6J_F0_Control-BALBcJ_F0_Control
Actr8	325.377492076307	0.11197204592587	0.174658417076549	0.641091610699733	0.521463164480946	0.708598172443611	C57BL6J_F0_Control-BALBcJ_F0_Control
Rpl21	232.239015790699	-2.01328190081331	0.211084665775191	-9.53779325191483	1.45903840290811e-21	8.73599243741228e-20	C57BL6J_F0_Control-BALBcJ_F0_Control
Fam192a	352.774920728543	-0.0105600877444129	0.176070193246034	-0.0599765783732437	0.952174288851568	0.976179419668534	C57BL6J_F0_Control-BALBcJ_F0_Control
2410015M20Rik	134.17281389566	-0.185066166588824	0.238324037896424	-0.776531684434008	0.437435120395115	0.640055724274707	C57BL6J_F0_Control-BALBcJ_F0_Control
Ppp3ca	1957.5343739693	-0.0268857534334679	0.110857151164707	-0.242526108158076	0.808372529211195	0.896343545253745	C57BL6J_F0_Control-BALBcJ_F0_Control
Ap3d1	3421.30472642279	-0.246877452892308	0.140849136289648	-1.75277931690415	0.07963989473439	0.203317839188663	C57BL6J_F0_Control-BALBcJ_F0_Control
Zcchc6	1763.19830442352	0.179612945606576	0.119145344630599	1.50751123481537	0.131679666294128	0.292180938760334	C57BL6J_F0_Control-BALBcJ_F0_Control
Rps6kb1	517.156253903391	0.20152515736396	0.157562984479383	1.2790133293669	0.200892362059795	0.385487997703121	C57BL6J_F0_Control-BALBcJ_F0_Control
BC003331	537.583492671812	0.252517731082721	0.154059133109209	1.63909614435982	0.101193237923907	0.241452358483443	C57BL6J_F0_Control-BALBcJ_F0_Control
Rnf103	1549.93817182836	0.229420989561935	0.130443780110934	1.75877293165552	0.0786160841227083	0.201442216220808	C57BL6J_F0_Control-BALBcJ_F0_Control
Txn1	1564.44466406497	0.0742830597089442	0.128422199443062	0.578428496249817	0.562974859570271	0.736663705608085	C57BL6J_F0_Control-BALBcJ_F0_Control
Zfp36	2097.8121734453	0.911629338301601	0.178752505136512	5.09995279565676	3.39738199208475e-07	5.6115378420986e-06	C57BL6J_F0_Control-BALBcJ_F0_Control
Zdhhc5	1327.9203347833	0.104755712868823	0.141437343770458	0.740651019569722	0.458905064772723	0.657138757320523	C57BL6J_F0_Control-BALBcJ_F0_Control
Pdia6	1724.1569955621	-0.708306868411419	0.168460237868881	-4.20459378053781	2.6155147669703e-05	0.000284330569844828	C57BL6J_F0_Control-BALBcJ_F0_Control
Rps6ka4	886.00422208552	0.0417315649128557	0.137762439470708	0.302924113954362	0.761947693956482	0.868992684231709	C57BL6J_F0_Control-BALBcJ_F0_Control
As3mt	272.000127439685	-1.47994164068317	0.210124815876374	-7.04315496725474	1.87935008452905e-12	6.51734798544373e-11	C57BL6J_F0_Control-BALBcJ_F0_Control
Rrp8	210.562970260298	0.0629855468487825	0.216128042771276	0.291426998741847	0.770724768207334	0.874050698955461	C57BL6J_F0_Control-BALBcJ_F0_Control
R3hdm2	2309.71874009889	0.305129197012695	0.110564030592128	2.75975102733294	0.00578454271694188	0.0283276264425831	C57BL6J_F0_Control-BALBcJ_F0_Control
Brd7	495.041141833207	-0.150694584019538	0.165305592297016	-0.911612135594145	0.361972931731158	0.56774520033729	C57BL6J_F0_Control-BALBcJ_F0_Control
Rnf38	1384.48865336874	0.61767360997504	0.132047986080437	4.67764506153683	2.90188278935354e-06	3.9293338688349e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Mis12	238.76886540712	-0.13461042654674	0.237442302401252	-0.566918468972993	0.570769575594744	0.742678782233975	C57BL6J_F0_Control-BALBcJ_F0_Control
Rab3gap1	623.505539440067	0.0676863639602768	0.146574571371481	0.461787903092218	0.644233426641915	0.79155888797699	C57BL6J_F0_Control-BALBcJ_F0_Control
Otud5	1872.24673285477	0.125035839153727	0.112454834872654	1.11187606380214	0.26619144160479	0.467481945109788	C57BL6J_F0_Control-BALBcJ_F0_Control
Marf1	1713.81391428285	0.0774236205060416	0.118197083023881	0.655038335340293	0.512443072514527	0.701565506922354	C57BL6J_F0_Control-BALBcJ_F0_Control
Urod	227.306988264567	-0.0202956357167641	0.201093645015246	-0.100926290909021	0.919608972537082	0.957886018119298	C57BL6J_F0_Control-BALBcJ_F0_Control
Treml4	5369.37403035167	-0.269342704566059	0.130038166386786	-2.07125886230144	0.0383346114489427	0.119965888993343	C57BL6J_F0_Control-BALBcJ_F0_Control
Mdh1	1294.74647177203	0.0525950457674321	0.1232781223103	0.426637304184814	0.669643522324683	0.807576389472284	C57BL6J_F0_Control-BALBcJ_F0_Control
Brat1	330.200400003075	0.100313910412966	0.17654704074948	0.568199330824872	0.569899625801816	0.742124990126401	C57BL6J_F0_Control-BALBcJ_F0_Control
Fgd3	582.04463024661	-0.00421793295578085	0.210385709676475	-0.020048571560621	0.984004625836842	0.991806935840161	C57BL6J_F0_Control-BALBcJ_F0_Control
Ifit2	761.774703818781	-1.13752710068446	0.206284310644625	-5.51436557210658	3.50040334717935e-08	6.72358176761467e-07	C57BL6J_F0_Control-BALBcJ_F0_Control
Sept7	1183.44598631652	-0.212620861510449	0.12367628642391	-1.71917242713511	0.0855829798752843	0.214770123694885	C57BL6J_F0_Control-BALBcJ_F0_Control
Ube2e1	411.104993385287	-0.0223436169074062	0.16393290553981	-0.136297327457422	0.891586236549723	0.940811912008409	C57BL6J_F0_Control-BALBcJ_F0_Control
Sec13	585.480707079219	-0.210347754504669	0.150672128610573	-1.39606280500843	0.162695583244356	0.334468602463719	C57BL6J_F0_Control-BALBcJ_F0_Control
Dmap1	112.916434727925	-0.109293857864182	0.251778875463844	-0.434086686831188	0.664225492748644	0.804460204871304	C57BL6J_F0_Control-BALBcJ_F0_Control
Vsir	6747.08863267115	-0.894270208099242	0.139036676897101	-6.43190148137011	1.26017413967991e-10	3.43700163932627e-09	C57BL6J_F0_Control-BALBcJ_F0_Control
Snx27	1519.05187822754	-0.326243583310343	0.134391023689796	-2.42756974649873	0.01520036383945	0.0600802416016218	C57BL6J_F0_Control-BALBcJ_F0_Control
Psme4	1550.18775557661	0.132767979879143	0.122727114829349	1.08181456122191	0.279334935059257	0.48351728977007	C57BL6J_F0_Control-BALBcJ_F0_Control
Syp	167.308803739029	-0.332192442558074	0.220432801407111	-1.50700095647089	0.131810412036924	0.292217239760193	C57BL6J_F0_Control-BALBcJ_F0_Control
Letmd1	631.490758251846	0.264954844661925	0.152153478246152	1.74136567705198	0.0816195005670046	0.207473251192545	C57BL6J_F0_Control-BALBcJ_F0_Control
Calu	1610.75604206221	-0.0886234604487494	0.116186550153916	-0.762768670998037	0.445601368215403	0.647042229254045	C57BL6J_F0_Control-BALBcJ_F0_Control
Acad8	288.249130835977	0.0538490362136354	0.184690609625604	0.291563476469083	0.770620404149688	0.874050698955461	C57BL6J_F0_Control-BALBcJ_F0_Control
Dcaf8	1271.15539171126	0.107392683158675	0.120622536092328	0.890320222387572	0.373293965627708	0.579603920699099	C57BL6J_F0_Control-BALBcJ_F0_Control
Manf	792.516957174337	-0.666659959634754	0.219098786337103	-3.04273688950992	0.00234437214026553	0.0134284514820591	C57BL6J_F0_Control-BALBcJ_F0_Control
Smim13	822.15643278555	0.268011601040448	0.136272803856283	1.96672845539379	0.0492145245370498	0.144568844788022	C57BL6J_F0_Control-BALBcJ_F0_Control
4933412E12Rik	110.866783380237	0.210402992230185	0.270808021975699	0.776945197912436	0.437191103503355	0.639922195807814	C57BL6J_F0_Control-BALBcJ_F0_Control
Elf4	2646.46352349783	0.636650411512288	0.106923422101515	5.95426520213541	2.61242886251887e-09	5.82024848905366e-08	C57BL6J_F0_Control-BALBcJ_F0_Control
Plcl2	937.887444663123	0.00907791730423661	0.145266038944988	0.0624916695613513	0.950171295702393	0.975295511178742	C57BL6J_F0_Control-BALBcJ_F0_Control
Yrdc	175.374656705415	0.0415800794101077	0.245108772113613	0.16963929545057	0.865293817116293	0.927757668491784	C57BL6J_F0_Control-BALBcJ_F0_Control
Ndufs7	332.381686362049	-0.674882315460475	0.177530542250075	-3.80149976959918	0.000143822872575088	0.00128618260841946	C57BL6J_F0_Control-BALBcJ_F0_Control
Usp6nl	543.185934831381	0.198676250664984	0.150604231087346	1.319194349525	0.187104146850127	0.367991728627111	C57BL6J_F0_Control-BALBcJ_F0_Control
Btk	1026.90657429947	-0.126629729024374	0.128090800634646	-0.988593469608801	0.322862082578093	0.530737184593435	C57BL6J_F0_Control-BALBcJ_F0_Control
Tmem63a	1435.77277361426	-0.140866909551118	0.117368163996508	-1.20021396564838	0.230056252820922	0.421969924261199	C57BL6J_F0_Control-BALBcJ_F0_Control
Sat1	5300.70777260579	-0.0858272794151738	0.117811652097857	-0.728512654621663	0.466299825035307	0.6630281742246	C57BL6J_F0_Control-BALBcJ_F0_Control
Tmem229b	987.760915780886	-0.866177134863216	0.138448000549637	-6.25633545753283	3.9412851363123e-10	1.02741528179243e-08	C57BL6J_F0_Control-BALBcJ_F0_Control
Cd79b	165.621989263517	0.322002081825033	0.248533089788995	1.29561050441377	0.195109708288373	0.378123032259046	C57BL6J_F0_Control-BALBcJ_F0_Control
Rbm4	186.800984000236	0.206507314751208	0.22753442207573	0.907587137222152	0.364096392695588	0.569011980754279	C57BL6J_F0_Control-BALBcJ_F0_Control
2210016L21Rik	147.25349469027	0.0402126934451528	0.227195425991029	0.176996052054061	0.85951149062559	0.924792371775168	C57BL6J_F0_Control-BALBcJ_F0_Control
Cd44	16403.3212219103	0.284531313322823	0.136452140595856	2.08520959862072	0.0370502789935365	0.116757129196737	C57BL6J_F0_Control-BALBcJ_F0_Control
Adssl1	455.842073495978	-0.627988630622918	0.171919492291703	-3.65280645173953	0.000259389746823479	0.00212616365738518	C57BL6J_F0_Control-BALBcJ_F0_Control
Tomm22	412.228336434901	0.0307974200826932	0.162092689434552	0.189998822217879	0.849310053454648	0.91868407270681	C57BL6J_F0_Control-BALBcJ_F0_Control
Sec24a	693.994479503716	0.145415274464258	0.143958232751454	1.01012128090874	0.312437187651667	0.520208256824326	C57BL6J_F0_Control-BALBcJ_F0_Control
Wdr48	765.726113441728	0.169971951251418	0.137662724154098	1.23469844357542	0.216942755370693	0.405623146416441	C57BL6J_F0_Control-BALBcJ_F0_Control
Pycard	148.096928135176	0.82412451768132	0.252536649885806	3.26338580183898	0.00110089541841085	0.00726098320714349	C57BL6J_F0_Control-BALBcJ_F0_Control
Tmem208	162.89640318459	-0.411615409843429	0.220391574869595	-1.86765492322917	0.0618101855381847	0.169546622034591	C57BL6J_F0_Control-BALBcJ_F0_Control
