	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	contrast
Anp32b	547.095036034132	0.149415327615411	0.153298133579944	0.974671537912054	0.329723215545876	0.537087932825418	C57BL6J_F0_Control-BALBcJ_F0_Control
Adap2	2896.56225958579	0.677677843613663	0.129546088261538	5.23117179922495	1.68438874914744e-07	2.933898948515e-06	C57BL6J_F0_Control-BALBcJ_F0_Control
Itga9	8631.01911314797	-0.0626263091631379	0.137511950143477	-0.455424485637757	0.648803883015682	0.793431140806158	C57BL6J_F0_Control-BALBcJ_F0_Control
Stau2	196.455256134424	-0.335535370653152	0.217349079843501	-1.54376255420427	0.122645865887195	0.277273721580961	C57BL6J_F0_Control-BALBcJ_F0_Control
Agrn	606.863567905892	-0.347717479305508	0.157622915035652	-2.20600842984574	0.0273834094764429	0.0935744583402097	C57BL6J_F0_Control-BALBcJ_F0_Control
Vps29	398.174375110854	-0.575534794752795	0.182474721781635	-3.15405218395965	0.00161020290494408	0.00996345932206434	C57BL6J_F0_Control-BALBcJ_F0_Control
Afg3l1	405.734956431108	-0.0908565091201928	0.167774007401906	-0.541541032053579	0.588134723731481	0.755145673090647	C57BL6J_F0_Control-BALBcJ_F0_Control
Cd99l2	316.937325981112	-0.523862788547429	0.180366291650377	-2.90443842779053	0.00367912560959485	0.0193792568191993	C57BL6J_F0_Control-BALBcJ_F0_Control
Stk40	1068.56320244718	-0.232983819008752	0.161893432618978	-1.43911840795351	0.1501169773822	0.317028524292417	C57BL6J_F0_Control-BALBcJ_F0_Control
Ripk3	792.239221127649	0.137205791141301	0.167286178011879	0.820186059433781	0.412110047856177	0.616877227884714	C57BL6J_F0_Control-BALBcJ_F0_Control
Sp2	478.825866008129	0.459055372477258	0.164068413007765	2.79795095266468	0.00514279214079476	0.0257778672119366	C57BL6J_F0_Control-BALBcJ_F0_Control
Neurl1a	221.46673670735	0.645946110489249	0.233148992540114	2.77052928023316	0.00559652681496587	0.0275477080988429	C57BL6J_F0_Control-BALBcJ_F0_Control
Copz1	1043.33081011232	-0.0568494301477497	0.130509583772634	-0.435595827558452	0.663129998593196	0.803895651568848	C57BL6J_F0_Control-BALBcJ_F0_Control
Nxf1	2466.49288693397	-0.216485649008845	0.125191851889214	-1.72923114197895	0.0837677348207833	0.211252359218981	C57BL6J_F0_Control-BALBcJ_F0_Control
9930021J03Rik	730.335350834512	0.0879322317493268	0.140299472982825	0.626746700325034	0.53082528646551	0.715517800260489	C57BL6J_F0_Control-BALBcJ_F0_Control
Uck1	153.590334676625	0.141762447579283	0.25478534196716	0.556399542001733	0.577937751927503	0.748555549643937	C57BL6J_F0_Control-BALBcJ_F0_Control
Gbp8	1600.11542492518	0.354685589834917	0.116652938317475	3.04051998132809	0.00236170020386814	0.0135075151958548	C57BL6J_F0_Control-BALBcJ_F0_Control
Sptssa	328.960539125179	-0.109916608198398	0.179956277203839	-0.610796188420225	0.541334517092023	0.722407755353172	C57BL6J_F0_Control-BALBcJ_F0_Control
Rpl19	247.670182110953	0.162890512423963	0.207247856998549	0.785969586286741	0.431885305263002	0.63518882739122	C57BL6J_F0_Control-BALBcJ_F0_Control
Nubp2	367.92697784642	0.109213879873198	0.171276081607046	0.637648169250886	0.523702732099129	0.710854010615374	C57BL6J_F0_Control-BALBcJ_F0_Control
Txndc15	391.251002636373	-0.184105100199826	0.183983974633386	-1.00065834846041	0.316992010630608	0.524047361496775	C57BL6J_F0_Control-BALBcJ_F0_Control
Khsrp	2248.61359744864	-0.190794216500154	0.111188094758086	-1.71595904143576	0.0861695392248942	0.215906687499466	C57BL6J_F0_Control-BALBcJ_F0_Control
Degs2	972.70864790606	0.207541062395438	0.137670368565216	1.50752165886099	0.131676996447722	0.292180938760334	C57BL6J_F0_Control-BALBcJ_F0_Control
Blcap	382.013955630841	0.0539273853970438	0.168739002529191	0.319590519018949	0.74927876246619	0.861408782456673	C57BL6J_F0_Control-BALBcJ_F0_Control
Ncf4	1827.68084997781	-0.759344158047855	0.161657492008247	-4.69724074408575	2.63699574103014e-06	3.59607390734074e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Afg3l2	619.612721414489	-0.0574295098430225	0.156698640790575	-0.366496541088547	0.71399459315803	0.840690514973597	C57BL6J_F0_Control-BALBcJ_F0_Control
Grk2	10077.8081697333	0.142765146026484	0.100508400863865	1.42042998196592	0.15548253936339	0.324073478836285	C57BL6J_F0_Control-BALBcJ_F0_Control
Mfsd11	915.343615651744	-0.675640493542029	0.161640708628269	-4.17989069260903	2.91649249771684e-05	0.000312178750034942	C57BL6J_F0_Control-BALBcJ_F0_Control
Fli1	1528.73635954651	0.0682971639637549	0.125286413043133	0.545128256966233	0.585665309670433	0.753110559280906	C57BL6J_F0_Control-BALBcJ_F0_Control
Mtg2	123.833320729721	-0.176418765411125	0.274770169834713	-0.642059381909066	0.520834627559898	0.708120735430026	C57BL6J_F0_Control-BALBcJ_F0_Control
Ilf3	434.907349217608	-0.313013422333303	0.166472750605445	-1.88026821924252	0.0600715323063516	0.166385335596631	C57BL6J_F0_Control-BALBcJ_F0_Control
Rnf185	422.616224034224	-0.0147551503510859	0.166217330566434	-0.0887702281152236	0.929264518777787	0.963197629417495	C57BL6J_F0_Control-BALBcJ_F0_Control
Tnfsf12	706.094957253967	-0.474470403423663	0.161248820297181	-2.94247364135264	0.00325601503288295	0.0175609424433602	C57BL6J_F0_Control-BALBcJ_F0_Control
Hif1an	501.632320186933	0.21719633249799	0.163390611564891	1.32930729873503	0.183746607266741	0.36294690672482	C57BL6J_F0_Control-BALBcJ_F0_Control
Akr1b10	723.131983565742	-0.149582619247345	0.138228187469161	-1.0821426655885	0.279189140057604	0.483440029236665	C57BL6J_F0_Control-BALBcJ_F0_Control
Tgfbr2	5898.43263530486	-0.99440331995193	0.112527850274418	-8.83695296343891	9.83645292678796e-19	5.27178847768552e-17	C57BL6J_F0_Control-BALBcJ_F0_Control
Mrps21	71.1252612272654	-0.348988649425265	0.310091834432114	-1.12543643744887	0.260404137869025	0.459741375864596	C57BL6J_F0_Control-BALBcJ_F0_Control
Arpc1b	4468.46212181167	-0.240307160549328	0.104943551052169	-2.28987067942716	0.0220288143847812	0.0796921862363838	C57BL6J_F0_Control-BALBcJ_F0_Control
Tmem179b	473.938289974524	0.0642726665686582	0.158570471065502	0.405325569992843	0.685238213415417	0.82065963806484	C57BL6J_F0_Control-BALBcJ_F0_Control
Mau2	1850.71274155123	0.232202608359077	0.116469376062795	1.99367950794107	0.0461870902225151	0.137573983468852	C57BL6J_F0_Control-BALBcJ_F0_Control
Faap20	155.840157275178	0.487815040909215	0.232412734502054	2.09891700622327	0.0358242174438967	0.114160832636185	C57BL6J_F0_Control-BALBcJ_F0_Control
Iscu	300.886812036567	0.133099099461702	0.181303413537855	0.734123516289514	0.462873462309149	0.660238640449901	C57BL6J_F0_Control-BALBcJ_F0_Control
Rmnd1	170.334488253874	-0.0895958900059437	0.227998477399921	-0.39296705411233	0.694343814960829	0.826540400376146	C57BL6J_F0_Control-BALBcJ_F0_Control
Ap2a2	3974.7045001659	-0.55939780171809	0.1145579705962	-4.88309804029161	1.04431913410733e-06	1.56627433342438e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Mecr	91.0326360978054	-0.205768025111392	0.278641575259916	-0.738468496380886	0.460229804321558	0.658182724448669	C57BL6J_F0_Control-BALBcJ_F0_Control
Asxl2	1287.87140969038	0.601395427367172	0.129101172958049	4.6583265944655	3.18790174960462e-06	4.28632965069646e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Usb1	418.797119030572	0.161024961936162	0.176843099663384	0.910552700346623	0.362531102142825	0.56807163500769	C57BL6J_F0_Control-BALBcJ_F0_Control
Psip1	305.208823703692	0.331824733501392	0.18284148943707	1.81482186851031	0.0695512885818359	0.183966146370414	C57BL6J_F0_Control-BALBcJ_F0_Control
Pex6	838.553481349885	0.00682420131815397	0.137195353892543	0.0497407610719744	0.960328974006151	0.97966133087865	C57BL6J_F0_Control-BALBcJ_F0_Control
Htra2	477.153432655516	-0.428783453354251	0.162329443714429	-2.64143980009302	0.00825544768441931	0.0375415123194623	C57BL6J_F0_Control-BALBcJ_F0_Control
Srsf9	607.705081573877	-0.152572293100744	0.157781908722636	-0.966982173912915	0.333552945102302	0.540226071695698	C57BL6J_F0_Control-BALBcJ_F0_Control
Tfg	808.036719220106	-0.00615112547864909	0.135285532278049	-0.0454677257432587	0.96373449940829	0.980624164028828	C57BL6J_F0_Control-BALBcJ_F0_Control
Zwint	323.615987537485	-0.0429687885561327	0.178041252742532	-0.241341755880983	0.80929025063175	0.896399377005315	C57BL6J_F0_Control-BALBcJ_F0_Control
Gss	167.985227381128	-1.09980969002343	0.223973120204379	-4.9104539375968	9.08657994955725e-07	1.38724200664157e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Spred2	256.204724839097	-0.366992722212414	0.192052936866687	-1.91089357028245	0.0560182595242825	0.158246937336565	C57BL6J_F0_Control-BALBcJ_F0_Control
Slc25a1	479.910859985291	-0.158269351951463	0.157753096793234	-1.0032725516565	0.315729375875894	0.523153220755451	C57BL6J_F0_Control-BALBcJ_F0_Control
Gm3219	74.4107331487156	-0.147689540565336	0.286041661857146	-0.51632178196159	0.605629685487001	0.766058080470767	C57BL6J_F0_Control-BALBcJ_F0_Control
Hipk1	4149.08625678405	0.166806782511604	0.119650469930779	1.39411723671547	0.163282204920655	0.335233605230366	C57BL6J_F0_Control-BALBcJ_F0_Control
Tex261	552.965479718074	0.1399700870133	0.158505683128284	0.883060368882909	0.377203655240403	0.583664206291632	C57BL6J_F0_Control-BALBcJ_F0_Control
Brap	763.717530149933	-0.041952530669829	0.142192606572957	-0.295040168971822	0.767963194365276	0.872080296579564	C57BL6J_F0_Control-BALBcJ_F0_Control
Dicer1	928.488066585724	0.0663478947205208	0.130173576478338	0.509687883789239	0.610270142743375	0.769388118767104	C57BL6J_F0_Control-BALBcJ_F0_Control
Grina	4384.18089648445	-0.016332291264756	0.11018343289537	-0.148228193981441	0.882162682007974	0.935763985454548	C57BL6J_F0_Control-BALBcJ_F0_Control
Sod1	955.414397568757	-0.102523451352487	0.143844325881865	-0.712738933037139	0.476007319972398	0.671149748413329	C57BL6J_F0_Control-BALBcJ_F0_Control
Pik3r4	737.190684788515	-0.239355903900247	0.138189277907454	-1.732087377	0.0832580063367582	0.21050408865346	C57BL6J_F0_Control-BALBcJ_F0_Control
Ttc32	77.8413819110436	-0.366369217292853	0.293352842941309	-1.24890290347775	0.211700589531931	0.399525564681783	C57BL6J_F0_Control-BALBcJ_F0_Control
Acbd6	211.714915508286	-0.0674820517259586	0.204939056055133	-0.329278630559343	0.741945094679185	0.857269290761537	C57BL6J_F0_Control-BALBcJ_F0_Control
Slc25a33	628.00325873038	0.409586264221687	0.219136475648411	1.86909213999973	0.0616099963702899	0.169179151623756	C57BL6J_F0_Control-BALBcJ_F0_Control
Supt6	1419.55526840917	0.137483248883092	0.118272632508126	1.16242655606441	0.245062241442926	0.440055533837531	C57BL6J_F0_Control-BALBcJ_F0_Control
Tram1	2509.83917316378	0.0323980940332559	0.129399583978289	0.25037247444854	0.802299314064562	0.893137100437574	C57BL6J_F0_Control-BALBcJ_F0_Control
Nudcd2	107.03434361236	-0.231057935198872	0.253811843444434	-0.910351274641985	0.362637285548185	0.568120448702908	C57BL6J_F0_Control-BALBcJ_F0_Control
Wdfy3	12292.5213376314	0.41510233659014	0.10044484231628	4.13263963602101	3.58620761159154e-05	0.000376502673085446	C57BL6J_F0_Control-BALBcJ_F0_Control
Klf2	1272.81336441566	-0.184753391889488	0.34464695204257	-0.536065648613854	0.591913180065444	0.757549841708048	C57BL6J_F0_Control-BALBcJ_F0_Control
Ap3s2	401.256952097124	0.178843841294068	0.180191398543399	0.99252152289053	0.320943185632242	0.528514949438225	C57BL6J_F0_Control-BALBcJ_F0_Control
Abhd8	151.667658844126	-0.352178696933212	0.227675151871059	-1.54684731310804	0.121900068241616	0.275994718760337	C57BL6J_F0_Control-BALBcJ_F0_Control
Parp1	472.083010085678	-0.0951227599070007	0.172141852079644	-0.552583574289598	0.580548592102102	0.74974568261552	C57BL6J_F0_Control-BALBcJ_F0_Control
Zc3h15	374.422103107997	-0.149433100047519	0.167777805083709	-0.890660716254827	0.373111215623289	0.579603920699099	C57BL6J_F0_Control-BALBcJ_F0_Control
Zc3h14	686.70792076982	0.0206748989110944	0.144370954412301	0.143206775873006	0.886126878609053	0.938151180779083	C57BL6J_F0_Control-BALBcJ_F0_Control
Pdcl	370.453884609236	-0.116615821946301	0.167474563900764	-0.696319603587093	0.486228699009131	0.679762267275808	C57BL6J_F0_Control-BALBcJ_F0_Control
Epb41l4aos	39.8380344957929	0.128611016476764	0.32463421250886	0.396172096227394	0.691978074789414	0.825290999873338	C57BL6J_F0_Control-BALBcJ_F0_Control
Malsu1	68.8597267252802	-0.0914728912792337	0.287361287092443	-0.318320161371658	0.750242092516338	0.861659732810612	C57BL6J_F0_Control-BALBcJ_F0_Control
Med14	837.387507091394	0.523358779562785	0.170572150906998	3.06825455843691	0.00215313119471166	0.0125392078087159	C57BL6J_F0_Control-BALBcJ_F0_Control
Mphosph8	194.763474538356	-0.173412194596254	0.228430683559588	-0.759145802542845	0.447765342682661	0.649077659602783	C57BL6J_F0_Control-BALBcJ_F0_Control
Vps11	780.260491295961	-0.0155945998162212	0.139365657263941	-0.111897006209263	0.910905070395668	0.952541473531505	C57BL6J_F0_Control-BALBcJ_F0_Control
Cyfip1	4228.9456436159	0.0876306618144374	0.110483707476131	0.793154609093553	0.427687749570099	0.63131720198483	C57BL6J_F0_Control-BALBcJ_F0_Control
Pgm1	230.248637324269	0.121604063504141	0.205008984612901	0.593164556830299	0.553071029980693	0.731052298797419	C57BL6J_F0_Control-BALBcJ_F0_Control
Serpina1c	124.345189138269	0.496507565725728	0.300089064206128	1.65453401988911	0.0980190569747803	0.236453297220325	C57BL6J_F0_Control-BALBcJ_F0_Control
Exoc7	489.424560398461	-0.210266282582747	0.161247389626352	-1.30399805584439	0.192234245246804	0.374309770216338	C57BL6J_F0_Control-BALBcJ_F0_Control
Syngr2	2535.33108106793	0.128502651135465	0.11889838428514	1.08077710145575	0.279796276669792	0.484163166492952	C57BL6J_F0_Control-BALBcJ_F0_Control
Pafah1b1	2306.84451249343	-0.101075892027043	0.109732748343662	-0.92110963730255	0.356993189176794	0.563050071558266	C57BL6J_F0_Control-BALBcJ_F0_Control
Oaz1-ps	126.701766728031	1.02313798352202	0.261151270285603	3.91779822630418	8.93614558863932e-05	0.00085182362924542	C57BL6J_F0_Control-BALBcJ_F0_Control
Fahd2a	78.7291019150054	-0.246086308132794	0.27711765276376	-0.888021046939873	0.374529430050361	0.581286665027535	C57BL6J_F0_Control-BALBcJ_F0_Control
Zhx1	875.4788103379	0.169289121780696	0.154455856846698	1.09603562620951	0.273063183959211	0.476167518057656	C57BL6J_F0_Control-BALBcJ_F0_Control
Stambp	215.602941220838	0.0261909570786924	0.213277175600632	0.122802437742967	0.902263543833927	0.94673436472388	C57BL6J_F0_Control-BALBcJ_F0_Control
Trim11	525.342448088272	0.382714587129296	0.159375808782727	2.4013342429593	0.0163354079565003	0.0636474664863336	C57BL6J_F0_Control-BALBcJ_F0_Control
Gorasp2	1082.51027182318	0.0617698248281677	0.133472996057444	0.462788928492946	0.643515667913891	0.791003059966649	C57BL6J_F0_Control-BALBcJ_F0_Control
Kdelc2	520.256995375329	-0.49726741082603	0.153377707122799	-3.2421100833637	0.00118648182452382	0.00774548271137183	C57BL6J_F0_Control-BALBcJ_F0_Control
Ppfibp2	524.627850356347	0.200892590880616	0.179617476723102	1.11844679340592	0.263376218661571	0.463281005238073	C57BL6J_F0_Control-BALBcJ_F0_Control
Trim41	1845.51572339431	0.124991104911296	0.138451236122544	0.902780707574657	0.366642292227623	0.571954121243064	C57BL6J_F0_Control-BALBcJ_F0_Control
Usp9x	1992.59903303564	0.179417020993988	0.136636401586134	1.3130982586722	0.189149840563731	0.370468790718229	C57BL6J_F0_Control-BALBcJ_F0_Control
Bco2	302.831228459896	0.907287782901507	0.185317702878509	4.8958505788101	9.78814213784379e-07	1.47961186083698e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Ubqln1	2072.20259993014	-0.132314030658666	0.112763100049387	-1.17338057042346	0.240643225217566	0.434871416662917	C57BL6J_F0_Control-BALBcJ_F0_Control
Plau	403.657944107401	-1.06264060936105	0.191507276444137	-5.54882628530842	2.87593752212158e-08	5.62275131876015e-07	C57BL6J_F0_Control-BALBcJ_F0_Control
Txnip	3552.3288227615	0.19047448301951	0.350873988128636	0.54285723497314	0.587228102333756	0.754380662989758	C57BL6J_F0_Control-BALBcJ_F0_Control
Tlr4	2822.4699844358	-0.233253409721917	0.129139668711562	-1.80621037709874	0.0708854846209198	0.186689468774821	C57BL6J_F0_Control-BALBcJ_F0_Control
Tctex1d2	50.1392752570761	-0.535366626021045	0.313075790504169	-1.710022436289	0.0872617242479754	0.217628979705982	C57BL6J_F0_Control-BALBcJ_F0_Control
1700088E04Rik	91.8789286106721	-0.372341826692659	0.265652645664966	-1.40161158854878	0.161031264553504	0.332440979392144	C57BL6J_F0_Control-BALBcJ_F0_Control
Mxra8	285.986580840891	-3.63418013330118	0.227512556265815	-15.9735365509021	1.95386422092267e-57	4.15955983031982e-55	C57BL6J_F0_Control-BALBcJ_F0_Control
Slc26a2	494.637388063698	0.547150084959561	0.178782841997569	3.06041720137216	0.0022102886524274	0.012803969941197	C57BL6J_F0_Control-BALBcJ_F0_Control
Eva1b	474.358651014378	-0.221836840026626	0.175018733331349	-1.26750340265942	0.204975347710369	0.391460519524611	C57BL6J_F0_Control-BALBcJ_F0_Control
Pigz	239.993285383346	0.542324169378148	0.220188309314325	2.46300165102755	0.0137779281406664	0.0561494036183747	C57BL6J_F0_Control-BALBcJ_F0_Control
Smpd2	130.972831814398	0.28597112376797	0.24497095651632	1.16736746198286	0.243062005413424	0.437900143274208	C57BL6J_F0_Control-BALBcJ_F0_Control
Atrip-trex1	546.856137572031	-0.207268062090437	0.201369657735787	-1.02929142563469	0.303342751270806	0.508824435486859	C57BL6J_F0_Control-BALBcJ_F0_Control
Cfap20	159.022928295763	0.126857288361091	0.227875029811219	0.556696749381381	0.57773463823808	0.748555549643937	C57BL6J_F0_Control-BALBcJ_F0_Control
Neu1	2334.19688729474	-0.293156717530744	0.116722740997454	-2.51156471331613	0.0120197245801225	0.0503696907537302	C57BL6J_F0_Control-BALBcJ_F0_Control
Synrg	794.318435895076	0.0206250696980753	0.13878341786447	0.14861335752818	0.881858732280134	0.935615496097457	C57BL6J_F0_Control-BALBcJ_F0_Control
Cox6c	234.633937623304	-0.643324978482031	0.217797519713598	-2.95377550363291	0.00313912271756292	0.0170456929478834	C57BL6J_F0_Control-BALBcJ_F0_Control
Parl	215.592625191678	-0.0274951566717847	0.200376675799185	-0.137217351082019	0.890858996455475	0.940285213571435	C57BL6J_F0_Control-BALBcJ_F0_Control
Fosb	541.873973809305	1.22132156913727	0.346851617725977	3.5211644020705	0.000429656144659353	0.00331276126023067	C57BL6J_F0_Control-BALBcJ_F0_Control
Acp6	275.845572786119	0.0665963624862706	0.19450964696361	0.342380768902067	0.732064359134187	0.852536278438597	C57BL6J_F0_Control-BALBcJ_F0_Control
Pan2	589.8630977518	0.3685708485317	0.160450719850347	2.29709688355071	0.0216132435219953	0.0785254929375159	C57BL6J_F0_Control-BALBcJ_F0_Control
Gpr89	188.68413417985	-0.0594685067837874	0.22813600130816	-0.260671294503225	0.794346004570051	0.889909045318648	C57BL6J_F0_Control-BALBcJ_F0_Control
Cdh5	12006.5894669986	0.676995279403763	0.105211652346723	6.43460362330153	1.23795959079118e-10	3.38847225136558e-09	C57BL6J_F0_Control-BALBcJ_F0_Control
Notch2	2727.78213028869	-0.100500756678686	0.10912101334076	-0.921002780324675	0.357048975440132	0.563050071558266	C57BL6J_F0_Control-BALBcJ_F0_Control
Ugt1a2	182.595805042146	-1.02703498346643	0.229560118407546	-4.47392600505243	7.67963271851806e-06	9.43216428761578e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Cdk14	525.255489672651	0.224836239935002	0.165131446472643	1.36155919867298	0.173337039095939	0.347945277011858	C57BL6J_F0_Control-BALBcJ_F0_Control
Cdk20	132.806506541196	0.0653775847006397	0.242561412409338	0.269530029740719	0.787521836552445	0.886650398128381	C57BL6J_F0_Control-BALBcJ_F0_Control
D5Ertd579e	663.972219436289	0.104791571037828	0.155356817237833	0.67452187101262	0.499979585735161	0.691543682561681	C57BL6J_F0_Control-BALBcJ_F0_Control
Gng12	803.475227533478	-0.150983256277571	0.148627101670185	-1.01585279253184	0.309699491847124	0.517223121707639	C57BL6J_F0_Control-BALBcJ_F0_Control
Hnrnph2	490.805981791164	-0.586292635526632	0.159939628441156	-3.66571212676249	0.000246651261189757	0.0020524812874683	C57BL6J_F0_Control-BALBcJ_F0_Control
H2-Q6	259.167472649257	-0.752293233855093	0.350700123738839	-2.14511824471244	0.0319433940511115	0.104748137390049	C57BL6J_F0_Control-BALBcJ_F0_Control
Dag1	862.922939871094	-0.186403000077659	0.132473713210666	-1.40709424956808	0.159399443054493	0.329993876707087	C57BL6J_F0_Control-BALBcJ_F0_Control
Rc3h1	1510.37929750644	0.459499982521911	0.116048034862069	3.95956711432519	7.50857416113939e-05	0.000729349966678989	C57BL6J_F0_Control-BALBcJ_F0_Control
Cdc123	276.086952236742	-0.0121012393999398	0.185223610750676	-0.0653331362610618	0.947908759772425	0.973897106280434	C57BL6J_F0_Control-BALBcJ_F0_Control
Itch	2957.54059811808	0.569772372262493	0.11291299461592	5.04611868811561	4.50875385166616e-07	7.30551575458128e-06	C57BL6J_F0_Control-BALBcJ_F0_Control
Fam98b	226.311767042667	-0.0304106003596071	0.201116454471991	-0.151208912465401	0.879810920003539	0.934238084883499	C57BL6J_F0_Control-BALBcJ_F0_Control
Cxcl16	2531.12662614752	-0.0402573057656651	0.118474947294108	-0.339795937327815	0.734010207616905	0.853096575895313	C57BL6J_F0_Control-BALBcJ_F0_Control
Golga7	601.013498616662	-0.0700399278166184	0.153282688606811	-0.456933059128937	0.647719161233067	0.792737089059442	C57BL6J_F0_Control-BALBcJ_F0_Control
Snx15	303.862125023647	-0.02149354884191	0.187374598257948	-0.114708978921044	0.908675796761654	0.952135694859967	C57BL6J_F0_Control-BALBcJ_F0_Control
H2-Eb1	9354.9132674863	1.65445433512288	0.339097320623196	4.87899559950019	1.06627442807744e-06	1.59296826837924e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Ubr2	1791.60142920103	0.279797850694323	0.118874277954189	2.35372912887135	0.0185861492492216	0.0697590917770928	C57BL6J_F0_Control-BALBcJ_F0_Control
Dnajc30	144.159676513587	0.0593123853253863	0.22958065733055	0.258350969175893	0.79613605327241	0.890872640134289	C57BL6J_F0_Control-BALBcJ_F0_Control
Tmc6	1320.07998353868	0.32401968921861	0.148816447548702	2.17731100665181	0.0294573705109115	0.0988014387727026	C57BL6J_F0_Control-BALBcJ_F0_Control
Xpo7	1102.8596712647	0.204566917508166	0.133710130521404	1.52992833609881	0.126034468549099	0.283370260231759	C57BL6J_F0_Control-BALBcJ_F0_Control
H2afx	155.441166376258	-0.0247512305110275	0.243350075982906	-0.101710387436929	0.918986556926276	0.957725451765431	C57BL6J_F0_Control-BALBcJ_F0_Control
Zfp865	582.978161576099	0.461155496103487	0.159310752441549	2.89469159511179	0.00379531214907503	0.0198683554033545	C57BL6J_F0_Control-BALBcJ_F0_Control
Ifi44	1531.26715398526	-4.46864308326047	0.194276788151074	-23.0014255732165	4.51063461509409e-117	3.84105596556457e-114	C57BL6J_F0_Control-BALBcJ_F0_Control
Sf3b1	5241.63902887444	0.405702666543179	0.107329439465284	3.77997563915729	0.000156843703725994	0.00138008053427786	C57BL6J_F0_Control-BALBcJ_F0_Control
Gigyf1	1911.26117956561	0.058848538715671	0.111915101215248	0.525831975101258	0.599004956053009	0.762029424960781	C57BL6J_F0_Control-BALBcJ_F0_Control
Sf3a3	273.032220795515	-0.412454777608507	0.189705673620851	-2.17418261529092	0.0296914234409338	0.0993247864311498	C57BL6J_F0_Control-BALBcJ_F0_Control
Dgkd	950.313127069259	-0.609931937381088	0.133462905010492	-4.57004841407534	4.87611555923202e-06	6.24925579363783e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Washc4	1602.41323709097	-0.209685443496275	0.144998683538975	-1.44611963625112	0.148143649024571	0.313899067217118	C57BL6J_F0_Control-BALBcJ_F0_Control
Psmg2	95.5275358330289	-0.654518465492484	0.267923770714982	-2.44292794083121	0.0145686458463875	0.0582745833855502	C57BL6J_F0_Control-BALBcJ_F0_Control
Mapk1ip1l	895.08054073609	0.0534961997235473	0.133210492830863	0.401591485675765	0.687984696994344	0.821423074897126	C57BL6J_F0_Control-BALBcJ_F0_Control
Cd68	9872.6563156633	-0.072586452884235	0.0967370469293521	-0.750348033026536	0.453045120568658	0.653019943528956	C57BL6J_F0_Control-BALBcJ_F0_Control
Aldh3a2	935.776390229373	0.180840850998613	0.138305409096506	1.30754720426319	0.191026934178196	0.372526825328676	C57BL6J_F0_Control-BALBcJ_F0_Control
Tmem173	728.376707795153	0.162067807731862	0.151357897759768	1.07075884463652	0.284277876329199	0.489266931099704	C57BL6J_F0_Control-BALBcJ_F0_Control
Adamdec1	3666.04871406077	-1.56683547206795	0.154901262013216	-10.1150594365995	4.73729396358539e-24	3.10312999460841e-22	C57BL6J_F0_Control-BALBcJ_F0_Control
Tubb4b	91.6658013095072	0.217914166408112	0.302067549616426	0.721408726905042	0.470658078862476	0.666594275728991	C57BL6J_F0_Control-BALBcJ_F0_Control
Rdh14	140.965125374441	-0.434890175164377	0.257080010992488	-1.69165301294889	0.0907121522584736	0.224119256901658	C57BL6J_F0_Control-BALBcJ_F0_Control
Cyb561d1	269.752262034866	0.213154681825927	0.203139161854726	1.04930373779116	0.294038346263159	0.499116253767631	C57BL6J_F0_Control-BALBcJ_F0_Control
H2-DMb2	47.0184787120754	0.193963759600498	0.314387630155194	0.616957351358735	0.537262856737114	0.719605476063133	C57BL6J_F0_Control-BALBcJ_F0_Control
Ndufv1	431.213293867458	-0.0700463894956316	0.162793803235183	-0.43027675564799	0.666994333585713	0.806032865924481	C57BL6J_F0_Control-BALBcJ_F0_Control
Rrp15	61.8793323914788	-0.959143676777282	0.305815777583179	-3.13634464630068	0.00171068041965116	0.0104717689586314	C57BL6J_F0_Control-BALBcJ_F0_Control
Smdt1	235.864094207074	-0.690344101086652	0.197931996633453	-3.48778425332156	0.000487040907428225	0.00368114547784016	C57BL6J_F0_Control-BALBcJ_F0_Control
Slfn5os	78.7343152506283	-0.818089264764452	0.28010101085556	-2.92069372497308	0.00349252984844428	0.0186268258583695	C57BL6J_F0_Control-BALBcJ_F0_Control
Ifi44l	748.19570990245	-6.7571210939719	0.27686137175275	-24.4061533437981	1.47136155726223e-131	1.61093071069396e-128	C57BL6J_F0_Control-BALBcJ_F0_Control
Stt3a	1813.38951860284	0.0587844406304341	0.114347693409625	0.514085058277933	0.607192523435246	0.767148615167775	C57BL6J_F0_Control-BALBcJ_F0_Control
Fam43a	613.675734490257	-0.362486381039443	0.188359014890986	-1.92444402647377	0.0542989504053295	0.155047375524011	C57BL6J_F0_Control-BALBcJ_F0_Control
Khdrbs1	1768.26154221675	0.233825120154694	0.11830300117913	1.9764935616523	0.0480989042289868	0.141999230358611	C57BL6J_F0_Control-BALBcJ_F0_Control
Safb	681.461659285081	-0.0370814641676903	0.153707938657195	-0.241246252416348	0.809364265039569	0.896399377005315	C57BL6J_F0_Control-BALBcJ_F0_Control
